Actors;Task Name;Fields;CR;TD;Lostness;SUS;Polarity;Class
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;En;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0,548292805;62,13;Negative;-1
Student;Task-3;Mn;100;4;0,548292805;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;CS;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;5;0;62,13;Negative;-1
Student;Task-3;Ac;100;5;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;5;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;CS;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Neutral;0
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;2;0,5;62,13;Positive;1
Student;Task-3;Ac;100;2;0,5;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;2;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;CS;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Mn;100;4;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;En;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;En;100;1;0;62,13;Negative;-1
Lecturer;Task-3;En;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;CS;100;2;0;62,13;Positive;1
Lecturer;Task-3;CS;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;5;0;62,13;Positive;1
Student;Task-3;Ac;100;5;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;CS;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Mn;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Positive;1
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;3;0;62,13;Positive;1
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Student;Task-3;Ac;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;4;0;62,13;Positive;1
Student;Task-3;Ac;100;4;0;62,13;Neutral;0
Student;Task-3;Ac;100;2;0;62,13;Positive;1
Student;Task-3;Ac;100;2;0;62,13;Neutral;0
Lecturer;Task-3;Mn;100;4;0;62,13;Positive;1
Lecturer;Task-3;Ac;100;5;0;62,13;Positive;1
Student;Task-3;Ac;100;5;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;3;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;3;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Ac;100;3;0;62,13;Positive;1
Lecturer;Task-3;Ac;100;3;0;62,13;Positive;1
Student;Task-3;Ac;100;3;0;62,13;Neutral;0
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;1;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;2;0;62,13;Negative;-1
Student;Task-3;Ac;100;5;0;62,13;Negative;-1
Student;Task-3;Ac;100;5;0;62,13;Negative;-1
Lecturer;Task-3;Mn;100;5;0;62,13;Negative;-1
Lecturer;Task-3;CS;100;3;0;62,13;Negative;-1
Lecturer;Task-3;CS;100;4;0;62,13;Negative;-1
Lecturer;Task-3;CS;100;1;0;62,13;Negative;-1
Lecturer;Task-3;CS;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;3;0;62,13;Positive;1
Student;Task-4;En;100;2;0;62,13;Positive;1
Student;Task-4;En;100;3;0;62,13;Positive;1
Student;Task-4;En;100;3;0;62,13;Positive;1
Lecturer;Task-4;En;100;4;0;62,13;Positive;1
Lecturer;Task-4;CS;100;4;0;62,13;Positive;1
Lecturer;Task-4;CS;100;2;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;2;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;2;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;2;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;4;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;2;0;62,13;Positive;1
Student;Task-4;CS;100;1;0;62,13;Neutral;0
Lecturer;Task-4;Mn;100;4;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;5;0;62,13;Positive;1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0,491561444;62,13;Negative;-1
Student;Task-4;En;100;2;0,491561444;62,13;Negative;-1
Student;Task-4;Mn;100;3;0,433333333;62,13;Negative;-1
Student;Task-4;En;100;3;0,433333333;62,13;Negative;-1
Lecturer;Task-4;CS;100;2;0;62,13;Positive;1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;CS;100;1;0;62,13;Negative;-1
Lecturer;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Lecturer;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;CS;100;1;0;62,13;Neutral;0
Student;Task-4;CS;100;1;0;62,13;Neutral;0
Student;Task-4;CS;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;CS;100;2;0;62,13;Negative;-1
Student;Task-4;Ac;100;2;0;62,13;Negative;-1
Lecturer;Task-4;Mn;100;2;0;62,13;Positive;1
Lecturer;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Mn;100;4;0,548292805;62,13;Negative;-1
Student;Task-4;En;100;4;0,548292805;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;CS;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;CS;100;2;0;62,13;Positive;1
Lecturer;Task-4;CS;100;2;0;62,13;Negative;-1
Lecturer;Task-4;En;100;8;0;62,13;Negative;-1
Student;Task-4;CS;100;2;0;62,13;Positive;1
Student;Task-4;CS;100;2;0;62,13;Positive;1
Student;Task-4;CS;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Lecturer;Task-4;CS;100;3;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;5;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;5;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Positive;1
Student;Task-4;En;100;2;0;62,13;Positive;1
Student;Task-4;Mn;100;3;0;62,13;Negative;-1
Student;Task-4;En;100;3;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Lecturer;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;CS;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;En;100;4;0;62,13;Negative;-1
Student;Task-4;En;100;4;0;62,13;Negative;-1
Student;Task-4;En;100;4;0;62,13;Negative;-1
Lecturer;Task-4;Mn;100;5;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Mn;100;3;0;62,13;Negative;-1
Student;Task-4;En;100;3;0;62,13;Negative;-1
Student;Task-4;CS;100;2;0;62,13;Negative;-1
Student;Task-4;Ac;100;2;0;62,13;Negative;-1
Lecturer;Task-4;En;100;4;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Student;Task-4;Ac;100;1;0;62,13;Neutral;0
Lecturer;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;8;0;62,13;Negative;-1
Student;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;Mn;100;4;0;62,13;Negative;-1
Student;Task-4;En;100;4;0;62,13;Negative;-1
Student;Task-4;En;100;4;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;CS;100;1;0;62,13;Neutral;0
Student;Task-4;CS;100;2;0;62,13;Positive;1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Student;Task-4;En;100;2;0;62,13;Positive;1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;1;0;62,13;Negative;-1
Student;Task-4;Ac;100;1;0;62,13;Negative;-1
Student;Task-4;Mn;100;2;0;62,13;Negative;-1
